timestamp,temperature,humidity,wind_speed,wind_direction,pressure,boundary_layer_height,pm2_5,pm10,no2,o3,co
2023-05-04T20:00,25.8,49,19.9,347,983.9,290.0,45.8,66.4,57.8,65.0,897.0
2023-05-04T21:00,23.6,60,18.3,15,984.2,170.0,50.6,72.9,63.3,50.0,1070.0
2023-05-04T22:00,22.8,68,15.7,9,984.8,140.0,57.7,83.1,65.3,41.0,1247.0
2023-05-04T23:00,22.0,73,15.1,33,984.7,130.0,60.8,87.3,63.7,33.0,1362.0
2023-05-05T00:00,21.2,80,11.4,24,984.8,125.0,57.0,82.0,58.2,32.0,1271.0
2023-05-05T01:00,20.8,84,10.6,10,984.1,155.0,54.4,78.2,49.6,35.0,1081.0
2023-05-05T02:00,20.2,88,7.8,13,983.3,170.0,52.6,75.7,39.6,38.0,868.0
2023-05-05T03:00,19.2,93,6.8,357,982.8,135.0,50.1,71.9,35.2,37.0,810.0
2023-05-05T04:00,19.2,93,5.1,321,982.6,95.0,48.5,70.1,32.2,34.0,792.0
2023-05-05T05:00,19.1,87,1.8,217,983.5,65.0,46.7,67.8,20.6,48.0,633.0
2023-05-05T06:00,19.9,84,8.6,285,984.3,115.0,48.4,70.3,22.6,57.0,654.0
2023-05-05T07:00,21.8,76,6.4,286,984.8,135.0,42.5,62.9,25.4,70.0,682.0
2023-05-05T08:00,24.0,65,6.2,353,985.4,220.0,41.8,62.6,26.2,93.0,685.0
2023-05-05T09:00,25.6,58,8.4,25,985.8,530.0,41.9,63.1,21.9,117.0,629.0
2023-05-05T10:00,27.3,51,4.2,31,985.7,1390.0,40.4,60.5,15.0,145.0,543.0
2023-05-05T11:00,28.9,45,2.9,330,985.3,1855.0,40.2,60.3,7.7,176.0,449.0
2023-05-05T12:00,30.1,40,5.3,298,984.3,2105.0,40.2,60.5,5.9,190.0,423.0
2023-05-05T13:00,31.0,37,6.3,301,983.6,2315.0,38.8,58.8,5.8,198.0,417.0
2023-05-05T14:00,31.3,35,6.9,317,982.9,2420.0,37.7,57.3,6.7,203.0,415.0
2023-05-05T15:00,31.6,33,7.4,317,981.9,2210.0,36.8,55.9,5.1,205.0,340.0
2023-05-05T16:00,30.7,33,7.6,5,981.5,2260.0,36.2,54.9,3.3,204.0,247.0
2023-05-05T17:00,31.0,28,9.0,299,981.3,2270.0,21.6,32.5,11.2,177.0,358.0
2023-05-05T18:00,29.4,35,6.6,311,981.1,1070.0,24.4,36.1,33.6,145.0,970.0
2023-05-05T19:00,27.5,34,11.8,320,981.6,90.0,44.6,65.0,65.2,100.0,1836.0
2023-05-05T20:00,26.3,35,9.4,320,981.9,65.0,65.0,94.1,94.9,51.0,2627.0
2023-05-05T21:00,24.4,41,6.9,313,982.1,55.0,79.2,114.3,96.0,37.0,2610.0
2023-05-05T22:00,22.9,48,7.1,300,981.8,70.0,74.0,106.9,86.6,33.0,2286.0
2023-05-05T23:00,22.5,51,7.0,305,981.9,125.0,56.5,81.5,70.1,33.0,1768.0
2023-05-06T00:00,22.2,53,7.2,307,981.5,180.0,44.5,64.0,56.7,35.0,1389.0
2023-05-06T01:00,21.5,57,6.7,324,981.0,170.0,39.6,57.0,41.0,41.0,964.0
2023-05-06T02:00,21.0,60,6.9,351,980.4,130.0,38.9,56.2,26.3,44.0,575.0
2023-05-06T03:00,20.5,62,6.9,6,980.1,115.0,41.7,60.1,24.3,38.0,537.0
2023-05-06T04:00,20.6,63,6.8,357,980.1,65.0,49.2,71.2,27.2,28.0,639.0
2023-05-06T05:00,22.5,64,2.9,7,980.6,30.0,39.5,57.2,20.3,47.0,551.0
2023-05-06T06:00,22.5,66,2.3,162,980.8,20.0,44.6,64.5,24.1,50.0,617.0
2023-05-06T07:00,23.8,62,3.2,153,981.6,100.0,46.7,67.8,29.3,54.0,709.0
2023-05-06T08:00,26.9,53,1.8,127,982.0,240.0,42.0,61.7,31.9,71.0,764.0
2023-05-06T09:00,29.5,43,4.1,165,982.6,1180.0,34.2,51.3,26.4,99.0,690.0
2023-05-06T10:00,31.3,36,6.6,171,982.6,1650.0,28.2,42.4,17.1,136.0,557.0
2023-05-06T11:00,32.2,30,13.2,191,982.9,1845.0,30.0,45.4,7.2,176.0,415.0
2023-05-06T12:00,32.7,28,14.6,230,982.7,3225.0,32.8,49.8,5.0,193.0,387.0
2023-05-06T13:00,31.8,28,20.3,283,982.5,3430.0,33.4,51.0,5.1,202.0,394.0
2023-05-06T14:00,30.6,36,16.8,345,981.7,3060.0,33.8,52.0,6.5,206.0,406.0
2023-05-06T15:00,31.1,36,7.8,13,980.8,2880.0,33.5,52.9,6.9,201.0,390.0
2023-05-06T16:00,31.0,35,10.6,35,980.6,3150.0,33.1,53.2,7.8,190.0,370.0
2023-05-06T17:00,34.1,18,15.1,270,978.8,3280.0,30.6,48.7,17.2,145.0,417.0
2023-05-06T18:00,32.0,20,12.6,273,978.9,915.0,32.7,51.5,31.6,120.0,636.0
2023-05-06T19:00,28.8,23,8.3,270,979.1,290.0,39.2,59.3,51.9,85.0,945.0
2023-05-06T20:00,25.5,31,9.4,50,979.6,265.0,51.2,76.4,71.4,48.0,1237.0
2023-05-06T21:00,25.5,39,14.0,72,980.2,170.0,53.6,79.6,73.2,39.0,1252.0
2023-05-06T22:00,24.5,43,10.7,76,980.4,125.0,48.9,72.6,68.5,40.0,1165.0
2023-05-06T23:00,23.5,47,10.3,102,979.8,100.0,44.9,67.1,59.0,44.0,1015.0
2023-05-07T00:00,22.9,50,11.8,113,979.3,95.0,41.4,61.7,50.1,47.0,901.0
2023-05-07T01:00,22.7,50,12.4,116,978.7,95.0,38.8,57.7,39.1,52.0,767.0
2023-05-07T02:00,23.5,48,4.0,10,979.3,105.0,37.1,55.2,27.4,57.0,632.0
2023-05-07T03:00,24.0,46,15.4,106,977.9,40.0,38.6,57.4,23.6,55.0,602.0
2023-05-07T04:00,23.5,46,15.6,56,978.0,230.0,44.7,66.8,22.3,50.0,609.0
2023-05-07T05:00,20.9,62,20.8,30,981.3,375.0,25.3,40.9,6.9,78.0,272.0
2023-05-07T06:00,21.0,60,18.3,43,981.4,345.0,25.3,41.7,9.5,79.0,299.0
2023-05-07T07:00,22.3,56,15.0,44,982.2,395.0,25.1,43.0,13.2,81.0,336.0
2023-05-07T08:00,24.1,52,18.4,55,982.4,525.0,25.1,44.1,15.7,88.0,360.0
2023-05-07T09:00,26.5,43,19.9,70,982.8,700.0,24.7,45.3,13.5,102.0,335.0
2023-05-07T10:00,29.0,35,18.4,86,982.5,1045.0,24.9,46.2,9.2,120.0,289.0
2023-05-07T11:00,31.1,30,17.7,96,982.1,1790.0,24.6,46.3,4.6,139.0,239.0
2023-05-07T12:00,32.7,26,16.7,96,981.3,2120.0,23.9,46.1,3.7,145.0,228.0
2023-05-07T13:00,33.7,25,14.8,113,980.3,2465.0,24.0,46.9,3.8,146.0,228.0
2023-05-07T14:00,34.3,23,13.8,139,979.3,2700.0,24.4,48.7,4.7,146.0,233.0
2023-05-07T15:00,34.6,21,10.2,148,978.4,2835.0,25.0,50.8,4.9,148.0,228.0
2023-05-07T16:00,34.5,19,6.9,152,977.6,2835.0,25.8,52.9,5.2,150.0,222.0
2023-05-07T17:00,32.5,27,3.1,21,978.1,2830.0,20.5,43.4,9.7,149.0,280.0
2023-05-07T18:00,30.2,38,5.3,28,977.9,285.0,24.6,46.7,26.7,123.0,585.0
2023-05-07T19:00,27.0,43,9.2,26,978.1,185.0,40.6,68.2,50.7,87.0,1014.0
2023-05-07T20:00,25.4,46,10.9,44,978.6,280.0,36.3,60.3,69.7,53.0,1348.0
2023-05-07T21:00,25.4,44,22.4,53,979.9,365.0,27.3,45.5,61.3,56.0,1182.0
2023-05-07T22:00,23.8,44,18.8,73,979.4,280.0,23.2,41.2,41.6,72.0,808.0
2023-05-07T23:00,22.8,46,12.4,73,979.6,220.0,22.5,38.4,20.0,88.0,403.0
2023-05-08T00:00,21.6,49,7.1,66,978.9,190.0,22.6,37.6,16.1,84.0,340.0
2023-05-08T01:00,20.5,53,6.0,57,977.9,170.0,27.0,44.2,17.1,73.0,373.0
2023-05-08T02:00,20.8,52,26.7,3,978.8,145.0,30.3,47.7,18.9,60.0,430.0
2023-05-08T03:00,19.4,64,22.5,20,978.7,180.0,32.8,51.7,18.2,55.0,438.0
2023-05-08T04:00,18.6,70,21.1,30,978.7,245.0,31.7,49.6,17.4,51.0,446.0
2023-05-08T05:00,20.9,51,24.8,13,979.8,370.0,19.3,32.1,6.5,81.0,261.0
2023-05-08T06:00,21.1,52,22.9,26,980.0,315.0,20.0,33.8,10.5,78.0,318.0
2023-05-08T07:00,22.2,50,18.2,30,980.4,245.0,22.2,36.9,16.1,74.0,399.0
2023-05-08T08:00,25.1,40,16.0,31,980.6,280.0,22.9,38.5,20.6,77.0,471.0
2023-05-08T09:00,27.8,33,13.8,47,981.1,500.0,23.7,41.3,19.0,93.0,464.0
2023-05-08T10:00,30.1,28,9.9,71,981.0,990.0,26.7,46.8,14.9,116.0,426.0
2023-05-08T11:00,31.9,25,4.7,113,981.2,1725.0,30.0,52.3,9.9,144.0,375.0
2023-05-08T12:00,33.0,21,1.1,288,980.8,3210.0,28.8,52.9,8.0,158.0,349.0
2023-05-08T13:00,33.6,19,7.2,288,980.3,3355.0,27.0,52.2,6.8,168.0,325.0
2023-05-08T14:00,33.5,19,10.4,304,979.9,2980.0,25.6,50.4,6.2,177.0,303.0
2023-05-08T15:00,33.7,18,12.2,313,979.9,2610.0,24.6,48.0,6.9,179.0,297.0
2023-05-08T16:00,33.2,19,12.4,330,979.6,2735.0,24.2,46.1,8.3,178.0,297.0
2023-05-08T17:00,31.9,20,14.6,327,979.5,2650.0,20.6,38.0,9.6,156.0,268.0
2023-05-08T18:00,30.1,23,10.2,321,979.8,960.0,19.6,34.3,16.7,139.0,347.0
2023-05-08T19:00,27.6,26,7.9,330,980.3,165.0,21.5,34.7,26.7,114.0,460.0
2023-05-08T20:00,24.8,36,7.6,360,980.9,100.0,24.3,38.4,36.7,85.0,583.0
2023-05-08T21:00,23.7,41,7.1,24,981.9,145.0,29.7,46.6,38.2,73.0,623.0
2023-05-08T22:00,23.2,49,11.8,63,982.2,175.0,34.7,54.0,36.7,66.0,639.0
2023-05-08T23:00,22.5,56,11.0,71,982.4,175.0,37.0,57.0,33.8,59.0,643.0
2023-05-09T00:00,21.5,60,8.8,78,982.2,150.0,36.8,56.3,32.0,54.0,637.0
2023-05-09T01:00,20.4,64,6.9,81,981.6,75.0,38.1,57.7,29.8,51.0,621.0
2023-05-09T02:00,19.1,71,6.0,57,981.6,35.0,43.1,65.4,27.0,47.0,602.0
2023-05-09T03:00,19.0,73,6.4,43,981.7,15.0,46.4,69.8,25.0,43.0,595.0
2023-05-09T04:00,18.2,76,7.2,37,981.9,30.0,45.3,68.0,23.0,39.0,591.0
2023-05-09T05:00,17.9,78,4.8,42,982.5,60.0,36.7,55.4,14.9,52.0,443.0
2023-05-09T06:00,19.4,71,7.5,35,983.1,95.0,34.8,53.3,17.6,59.0,480.0
2023-05-09T07:00,22.0,62,7.4,29,983.9,165.0,34.7,53.6,21.5,69.0,532.0
2023-05-09T08:00,25.2,52,10.9,27,984.7,315.0,32.5,53.0,23.3,87.0,553.0
2023-05-09T09:00,27.7,43,14.9,32,985.6,645.0,32.0,54.9,19.2,108.0,489.0
2023-05-09T10:00,30.1,34,13.8,33,985.7,1785.0,29.4,52.4,12.3,133.0,383.0
2023-05-09T11:00,31.9,24,11.0,23,985.7,2530.0,24.7,43.2,4.9,159.0,269.0
2023-05-09T12:00,33.0,18,10.1,2,985.4,2985.0,23.5,39.8,3.3,168.0,240.0
2023-05-09T13:00,33.7,17,10.1,358,984.8,3460.0,23.1,38.5,3.5,172.0,236.0
2023-05-09T14:00,34.2,15,10.1,343,984.1,3720.0,22.5,37.0,4.5,173.0,239.0
2023-05-09T15:00,34.3,15,13.1,323,983.5,3685.0,21.4,34.8,3.5,174.0,204.0
2023-05-09T16:00,33.6,15,16.6,312,983.1,3615.0,20.0,32.4,2.4,174.0,162.0
2023-05-09T17:00,32.8,16,17.7,303,983.1,3490.0,14.4,21.7,6.6,175.0,266.0
2023-05-09T18:00,30.9,18,16.4,320,983.4,950.0,12.9,19.3,8.3,157.0,281.0
2023-05-09T19:00,29.0,20,15.1,327,983.6,120.0,16.8,24.6,10.7,132.0,304.0
2023-05-09T20:00,26.0,27,9.4,310,983.3,90.0,21.8,31.7,13.7,102.0,336.0
2023-05-09T21:00,25.0,29,7.9,300,983.5,85.0,25.9,37.6,15.2,88.0,360.0
2023-05-09T22:00,24.1,32,7.8,304,983.3,75.0,31.8,45.9,16.5,76.0,384.0
2023-05-09T23:00,23.7,34,10.4,326,983.0,60.0,39.3,56.8,18.3,65.0,421.0
2023-05-10T00:00,23.4,29,11.3,343,982.4,55.0,44.5,64.0,20.3,58.0,456.0
2023-05-10T01:00,21.8,32,8.8,341,981.7,60.0,47.1,68.0,22.5,54.0,496.0
2023-05-10T02:00,20.5,36,8.2,311,981.3,60.0,48.4,69.6,24.6,50.0,533.0
2023-05-10T03:00,19.9,39,10.3,295,981.2,60.0,48.2,69.4,25.2,47.0,542.0
2023-05-10T04:00,20.0,41,13.1,302,981.2,65.0,45.2,65.0,25.2,46.0,541.0
2023-05-10T05:00,18.9,47,8.2,311,981.5,70.0,29.6,42.6,17.9,60.0,416.0
2023-05-10T06:00,19.5,49,7.7,319,981.9,80.0,31.1,44.7,16.0,69.0,407.0
2023-05-10T07:00,21.9,45,7.5,305,982.3,170.0,29.5,42.3,13.4,82.0,394.0
2023-05-10T08:00,25.4,39,6.8,328,983.0,575.0,24.2,34.9,10.1,103.0,371.0
2023-05-10T09:00,28.5,34,7.8,326,983.4,1235.0,19.1,27.8,8.0,122.0,342.0
2023-05-10T10:00,30.9,28,8.7,315,983.4,1625.0,17.8,26.5,6.1,144.0,307.0
2023-05-10T11:00,32.8,22,13.5,312,983.3,1930.0,19.1,28.7,5.0,167.0,282.0
2023-05-10T12:00,34.0,18,15.9,309,982.9,2260.0,20.7,31.1,6.3,177.0,301.0
2023-05-10T13:00,34.8,16,16.5,306,982.3,2595.0,22.0,33.1,8.7,182.0,339.0
2023-05-10T14:00,35.2,16,15.9,309,981.5,2845.0,22.5,33.5,10.9,185.0,370.0
2023-05-10T15:00,35.5,15,14.0,316,980.8,2940.0,22.0,32.7,10.0,187.0,347.0
2023-05-10T16:00,35.6,15,12.6,329,980.3,2965.0,20.9,31.1,8.1,187.0,303.0
2023-05-10T17:00,35.0,18,9.2,329,980.1,2860.0,11.1,16.1,7.3,184.0,281.0
2023-05-10T18:00,31.5,28,6.9,351,979.8,315.0,12.6,18.3,10.3,164.0,325.0
2023-05-10T19:00,28.3,32,9.5,11,979.8,55.0,23.7,34.0,14.7,136.0,389.0
2023-05-10T20:00,29.8,27,3.7,79,980.3,40.0,38.1,54.6,19.7,102.0,470.0
2023-05-10T21:00,28.8,29,1.8,169,980.7,30.0,49.5,71.0,21.7,87.0,517.0
2023-05-10T22:00,27.9,31,0.8,153,980.8,30.0,61.7,88.5,23.0,76.0,561.0
2023-05-10T23:00,26.6,34,2.3,141,980.6,30.0,73.3,105.0,24.8,64.0,613.0
2023-05-11T00:00,22.0,48,8.7,253,980.0,35.0,79.4,113.9,26.6,57.0,648.0
2023-05-11T01:00,21.4,48,7.5,287,979.7,40.0,81.0,115.9,28.6,51.0,681.0
2023-05-11T02:00,21.6,45,8.9,291,979.8,45.0,79.6,114.1,31.1,45.0,721.0
2023-05-11T03:00,21.8,40,10.2,309,980.0,40.0,77.8,111.5,33.1,38.0,751.0
2023-05-11T04:00,21.0,40,10.0,339,980.4,35.0,79.6,113.9,35.0,32.0,779.0
2023-05-11T05:00,21.5,45,6.2,353,980.3,30.0,64.0,91.5,35.4,36.0,736.0
2023-05-11T06:00,21.0,58,4.3,318,981.0,25.0,74.5,106.4,34.3,49.0,774.0
2023-05-11T07:00,23.1,51,4.3,275,981.9,60.0,82.4,117.8,32.6,68.0,826.0
2023-05-11T08:00,26.6,42,3.4,302,982.8,180.0,60.5,86.6,28.4,99.0,827.0
2023-05-11T09:00,29.6,34,1.6,333,983.5,600.0,38.6,55.3,22.1,130.0,712.0
2023-05-11T10:00,32.3,29,5.2,25,983.7,1245.0,25.9,37.4,14.1,166.0,536.0
2023-05-11T11:00,34.4,23,6.5,34,983.7,1610.0,21.3,30.9,6.7,203.0,362.0
2023-05-11T12:00,35.8,20,5.8,30,983.0,2000.0,21.2,31.2,6.6,215.0,346.0
2023-05-11T13:00,36.8,17,5.9,11,982.6,2400.0,22.8,33.8,9.4,218.0,385.0
2023-05-11T14:00,37.4,15,6.9,354,981.8,2740.0,24.4,36.4,12.4,220.0,429.0
2023-05-11T15:00,37.5,14,7.4,346,981.2,2920.0,25.9,38.8,11.8,226.0,415.0
2023-05-11T16:00,37.5,13,6.8,342,980.9,3005.0,26.9,40.3,10.4,233.0,388.0
2023-05-11T17:00,36.3,18,7.1,315,980.8,2925.0,23.7,34.9,9.2,226.0,360.0
2023-05-11T18:00,33.6,24,7.6,315,980.9,165.0,29.2,42.5,12.5,200.0,417.0
2023-05-11T19:00,31.9,21,9.9,316,980.9,45.0,42.7,61.7,17.2,163.0,497.0
2023-05-11T20:00,29.9,22,9.5,351,981.0,35.0,49.7,71.7,21.7,120.0,577.0
2023-05-11T21:00,28.1,27,10.2,18,981.4,30.0,49.6,71.7,21.8,102.0,584.0
2023-05-11T22:00,26.5,32,7.6,25,981.2,30.0,51.9,75.2,20.4,90.0,566.0
2023-05-11T23:00,24.2,39,9.8,66,981.0,30.0,56.6,81.7,18.9,78.0,550.0
2023-05-12T00:00,22.6,45,9.7,94,980.7,30.0,60.1,86.6,19.3,69.0,564.0
2023-05-12T01:00,24.8,38,5.5,79,980.5,30.0,64.0,92.4,20.3,63.0,587.0
2023-05-12T02:00,21.6,49,8.0,54,979.8,30.0,67.3,97.3,21.6,55.0,615.0
2023-05-12T03:00,20.6,54,8.4,43,979.7,35.0,68.9,99.4,22.5,48.0,629.0
2023-05-12T04:00,19.9,59,8.9,69,979.5,35.0,66.8,96.4,23.3,41.0,641.0
2023-05-12T05:00,20.1,60,7.0,102,979.9,30.0,59.4,85.7,19.0,55.0,553.0
2023-05-12T06:00,21.7,57,5.9,137,980.6,30.0,60.1,86.6,18.3,62.0,558.0
2023-05-12T07:00,25.1,48,8.4,149,981.2,50.0,56.1,81.3,17.3,73.0,565.0
2023-05-12T08:00,29.4,39,3.5,156,982.1,135.0,52.0,75.4,15.2,95.0,544.0
2023-05-12T09:00,33.0,30,2.1,149,982.7,370.0,39.0,57.3,12.3,122.0,476.0
2023-05-12T10:00,35.5,22,2.3,141,982.7,1305.0,26.4,39.7,8.8,155.0,382.0
2023-05-12T11:00,37.0,17,2.1,149,982.7,2190.0,25.4,38.4,6.0,191.0,299.0
2023-05-12T12:00,38.1,14,1.4,180,982.2,2590.0,26.6,40.5,7.1,206.0,314.0
2023-05-12T13:00,38.8,13,0.8,297,981.4,2955.0,27.7,42.4,9.8,215.0,368.0
2023-05-12T14:00,39.1,12,1.9,22,980.8,3205.0,28.8,44.1,12.6,223.0,426.0
2023-05-12T15:00,39.2,12,3.2,27,980.0,3290.0,29.9,45.9,12.2,232.0,424.0
2023-05-12T16:00,39.0,13,4.8,27,980.0,3315.0,31.0,47.4,10.8,241.0,405.0
2023-05-12T17:00,37.8,21,5.4,42,979.6,3115.0,28.5,42.6,10.4,240.0,428.0
2023-05-12T18:00,34.6,27,7.1,66,979.3,95.0,34.5,50.8,13.0,213.0,477.0
2023-05-12T19:00,30.4,30,10.4,92,979.2,70.0,52.3,76.1,16.8,174.0,546.0
2023-05-12T20:00,29.6,29,8.3,90,979.5,95.0,61.9,89.6,21.2,129.0,614.0
2023-05-12T21:00,27.4,31,10.7,78,980.0,90.0,62.2,89.9,23.5,109.0,619.0
2023-05-12T22:00,27.1,30,8.5,102,980.2,75.0,63.6,92.0,25.2,94.0,602.0
2023-05-12T23:00,25.8,37,11.8,128,980.0,55.0,65.9,95.2,26.6,78.0,583.0
2023-05-13T00:00,24.6,41,10.8,120,979.4,45.0,67.5,97.8,26.5,68.0,586.0
2023-05-13T01:00,24.2,42,7.2,90,978.6,30.0,69.6,100.8,25.7,59.0,595.0
2023-05-13T02:00,23.3,48,8.3,85,978.5,25.0,69.2,100.4,24.6,51.0,605.0
2023-05-13T03:00,25.8,39,2.6,236,978.6,35.0,67.3,97.3,24.4,45.0,609.0
2023-05-13T04:00,22.2,51,8.4,43,978.8,35.0,67.8,98.3,24.3,40.0,612.0
2023-05-13T05:00,23.2,49,5.1,94,980.4,30.0,67.5,97.8,24.6,35.0,653.0
2023-05-13T06:00,24.6,48,2.2,351,981.7,40.0,57.7,83.6,21.7,49.0,611.0
2023-05-13T07:00,26.0,46,14.8,131,981.3,90.0,51.8,75.0,17.4,69.0,551.0
2023-05-13T08:00,29.8,35,7.2,108,981.6,225.0,46.1,67.3,12.4,98.0,467.0
2023-05-13T09:00,33.2,32,9.7,48,982.4,950.0,31.2,46.6,9.7,119.0,398.0
2023-05-13T10:00,35.5,25,13.0,34,982.7,2135.0,22.8,35.2,7.5,142.0,324.0
2023-05-13T11:00,37.0,21,11.0,49,982.6,2580.0,21.7,33.6,6.1,167.0,271.0
2023-05-13T12:00,38.2,18,7.9,74,982.0,3200.0,22.3,34.6,7.2,181.0,299.0
2023-05-13T13:00,38.9,17,7.2,63,981.0,3630.0,24.8,38.4,9.6,191.0,363.0
2023-05-13T14:00,39.3,15,12.6,27,980.2,3960.0,27.4,42.6,11.9,202.0,432.0
2023-05-13T15:00,38.2,16,13.2,26,979.9,4220.0,29.3,46.1,11.8,210.0,439.0
2023-05-13T16:00,38.5,15,11.6,26,979.6,3795.0,30.2,47.8,10.8,218.0,429.0
2023-05-13T17:00,37.8,21,7.2,342,978.5,3580.0,32.9,53.1,9.4,209.0,390.0
2023-05-13T18:00,35.7,20,16.4,26,978.6,400.0,36.4,56.7,9.7,190.0,375.0
2023-05-13T19:00,33.1,23,13.7,60,978.7,165.0,34.9,53.8,10.0,163.0,354.0
2023-05-13T20:00,31.1,27,13.1,58,979.3,240.0,24.5,39.2,9.8,132.0,320.0
2023-05-13T21:00,30.0,29,12.3,58,979.7,200.0,19.4,32.0,8.4,121.0,285.0
2023-05-13T22:00,29.4,27,13.8,62,979.7,170.0,19.4,31.4,6.4,116.0,245.0
2023-05-13T23:00,28.2,27,11.4,66,979.0,130.0,19.4,31.0,5.0,108.0,214.0
2023-05-14T00:00,26.6,29,8.2,75,978.7,90.0,19.8,31.0,5.7,99.0,220.0
2023-05-14T01:00,24.6,34,7.1,41,978.3,75.0,21.3,32.8,7.3,89.0,244.0
2023-05-14T02:00,24.9,33,9.5,9,978.2,80.0,24.3,36.9,10.2,76.0,286.0
2023-05-14T03:00,24.9,34,13.6,12,977.9,70.0,29.7,44.9,13.2,66.0,329.0
2023-05-14T04:00,24.5,37,15.5,12,978.1,100.0,36.6,55.1,16.8,56.0,380.0
2023-05-14T05:00,24.1,43,10.6,24,978.7,165.0,32.8,49.9,13.4,66.0,344.0
2023-05-14T06:00,25.4,40,14.5,42,979.3,215.0,35.0,53.0,13.1,68.0,342.0
2023-05-14T07:00,27.5,38,17.7,61,979.8,300.0,35.6,53.7,12.7,72.0,340.0
2023-05-14T08:00,30.7,34,11.3,59,979.9,435.0,31.5,48.9,11.2,85.0,328.0
2023-05-14T09:00,33.7,27,12.8,74,980.4,760.0,27.9,44.8,8.5,108.0,304.0
2023-05-14T10:00,35.4,23,10.4,88,980.6,1720.0,27.8,46.0,4.9,138.0,273.0
2023-05-14T11:00,37.0,19,11.5,90,980.0,2645.0,29.0,48.3,1.6,172.0,249.0
2023-05-14T12:00,38.0,17,9.7,86,979.3,3255.0,30.6,51.1,1.4,186.0,261.0
2023-05-14T13:00,38.1,17,6.8,65,978.4,3730.0,32.2,54.8,2.5,195.0,287.0
2023-05-14T14:00,38.0,17,7.2,37,977.7,4105.0,33.9,58.7,3.8,203.0,317.0
2023-05-14T15:00,38.2,17,10.2,10,977.3,4240.0,35.3,61.7,4.0,209.0,321.0
2023-05-14T16:00,31.9,32,29.7,29,978.3,3555.0,36.0,63.6,3.9,212.0,318.0
2023-05-14T17:00,37.1,16,11.2,15,975.8,1845.0,32.8,57.0,4.8,212.0,347.0
2023-05-14T18:00,34.8,20,14.2,9,975.8,450.0,34.0,58.2,6.6,192.0,372.0
2023-05-14T19:00,32.6,22,14.6,20,975.9,185.0,45.5,71.0,9.0,163.0,408.0
2023-05-14T20:00,30.9,24,9.8,28,976.0,130.0,44.5,68.0,11.6,130.0,442.0
2023-05-14T21:00,27.8,30,8.7,45,976.1,95.0,40.3,61.0,11.9,117.0,441.0
2023-05-14T22:00,26.7,33,6.8,65,976.2,60.0,38.0,57.2,11.4,109.0,428.0
2023-05-14T23:00,25.9,35,8.1,77,975.8,45.0,37.7,56.8,11.6,100.0,421.0
2023-05-15T00:00,24.7,37,9.0,90,975.2,45.0,38.4,57.9,13.2,91.0,436.0
2023-05-15T01:00,23.7,41,10.6,80,975.0,45.0,41.7,62.6,15.5,82.0,461.0
2023-05-15T02:00,26.0,34,4.0,27,975.2,40.0,46.4,69.4,18.6,71.0,498.0
2023-05-15T03:00,23.3,43,4.6,321,975.5,15.0,52.5,78.2,21.3,60.0,536.0
2023-05-15T04:00,22.1,48,6.8,342,975.7,15.0,60.1,89.2,24.3,49.0,579.0
2023-05-15T05:00,22.4,51,3.7,349,975.9,15.0,92.0,135.5,31.4,40.0,748.0
2023-05-15T06:00,23.8,56,2.7,23,976.7,15.0,71.5,105.2,26.4,57.0,689.0
2023-05-15T07:00,26.1,47,3.2,117,977.8,55.0,57.5,84.5,19.4,82.0,604.0
2023-05-15T08:00,29.3,37,4.7,86,978.2,210.0,43.9,65.9,11.0,113.0,487.0
2023-05-15T09:00,32.5,30,5.8,86,978.9,935.0,29.5,46.1,6.9,131.0,399.0
2023-05-15T10:00,35.3,24,3.6,96,979.1,2230.0,21.9,35.5,3.8,148.0,309.0
2023-05-15T11:00,37.2,19,1.1,18,979.2,2895.0,20.6,33.5,1.2,165.0,225.0
2023-05-15T12:00,38.2,15,2.6,326,978.8,3440.0,20.3,32.8,0.9,172.0,213.0
2023-05-15T13:00,38.8,14,3.1,291,978.0,3845.0,20.5,33.2,1.7,175.0,230.0
2023-05-15T14:00,39.2,14,6.8,267,977.5,4175.0,21.3,34.5,2.9,179.0,257.0
2023-05-15T15:00,39.2,14,9.7,274,976.9,4835.0,22.8,36.7,3.1,188.0,264.0
2023-05-15T16:00,38.8,13,12.7,277,976.3,3930.0,24.2,38.9,3.2,198.0,271.0
2023-05-15T17:00,38.2,15,9.7,292,975.9,3845.0,21.1,33.2,4.3,201.0,312.0
2023-05-15T18:00,36.0,16,12.8,320,975.9,335.0,23.1,35.7,7.0,179.0,348.0
2023-05-15T19:00,33.4,18,12.8,328,976.1,125.0,36.0,53.1,10.8,147.0,398.0
2023-05-15T20:00,32.0,20,11.3,338,976.3,115.0,39.2,57.7,14.4,112.0,435.0
2023-05-15T21:00,30.2,22,9.8,8,977.1,95.0,31.9,47.5,14.4,99.0,410.0
2023-05-15T22:00,28.1,26,8.4,25,977.3,70.0,25.9,39.0,13.2,92.0,360.0
2023-05-15T23:00,27.7,26,8.4,10,977.1,50.0,22.6,34.0,12.0,84.0,306.0
2023-05-16T00:00,26.8,28,7.6,3,977.1,30.0,21.7,32.5,12.4,76.0,297.0
2023-05-16T01:00,25.4,32,8.4,20,976.3,20.0,23.9,35.6,13.3,68.0,301.0
2023-05-16T02:00,24.7,34,7.2,63,976.1,25.0,27.2,40.3,14.7,58.0,317.0
